Coords,kNN card.,k-distance,lrd,LOF
"(0.46558804569679024, 0.3808260349477101)",3,0.023114816724973522,54.28191788617132,1.0464664213429062
"(0.6258946158877843, 0.29786152832143475)",3,0.03297889286903283,32.934710636244304,1.0124678865698866
"(0.33422593969522363, 0.4716084824524596)",3,0.01258933352187675,87.10994130118542,0.9692733647975579
"(0.3668006741594324, 0.7098112476478706)",3,0.05864993407251956,22.6572533987245,1.0068745165183175
"(0.7416277782794454, 0.5889910190948651)",3,0.053759504723958816,21.356964589314973,1.5922020725870611
"(0.38272263131699585, 0.452737367638514)",3,0.02067056520804369,51.98222524369582,1.3941459977444357
"(0.56506329156323, 0.4368807019054587)",3,0.039320851678548874,26.41594443281564,1.143013843988474
"(0.3507596663956172, 0.4731503428096154)",3,0.014127357948738666,70.20769736869708,0.9619054763551456
"(0.5681429924399365, 0.42284600051634724)",3,0.035153867473888954,26.415944432815635,1.071095754270637
"(0.4982887847983077, 0.3891165629058462)",3,0.01936714726140545,53.68451700267924,0.8824439248329748
"(0.4364283715014795, 0.692301105545165)",3,0.04118285752588279,29.637535191166634,0.998133112414543
"(0.6037254126431655, 0.46839656019105724)",3,0.01637587795627784,56.81836280953632,0.9947665424683833
"(0.5888498769597843, 0.47524402811514127)",3,0.017726905499642148,46.36098737356199,1.1468520039639176
"(0.6989962241574786, 0.39153609364235065)",3,0.021241291501667304,50.646686284311244,0.9532183439132087
"(0.6752421809738202, 0.5665200576628142)",3,0.01808419488215125,51.717330119149835,1.0110776694697259
"(0.6455623948444207, 0.4575869722287391)",3,0.010942552331775192,86.02306961503743,0.9518595094979018
"(0.4155274258102421, 0.5261488358815203)",3,0.02604108034679618,47.482174674409,1.392585936189063
"(0.29194678962167875, 0.4272334801227161)",3,0.03116080394301622,29.658884955341584,1.1656506560081132
"(0.4375613322732245, 0.6446881351198951)",3,0.028147222428862206,41.215995943323634,0.9507552735349233
"(0.33345440081047545, 0.4690126900207642)",3,0.011042837602489522,83.36636977671623,1.0277669918532437
"(0.5434853498540486, 0.5575180098090339)",3,0.02904619767903837,33.77225374293031,1.158887011513064
"(0.4411923952597462, 0.5154128811111293)",3,0.015021578642793356,75.70686630526289,0.9579601563444257
"(0.5706964819958329, 0.6262959368064891)",3,0.02294234225481007,44.94238763832302,1.0169703039767015
"(0.7065470571054172, 0.3526615357856453)",3,0.03784717959143483,28.449059691502132,1.9539097918631627
"(0.4431214691109642, 0.6322492132512522)",3,0.021011403227388176,37.536084636363455,1.0766429954252221
"(0.323144615700802, 0.5142624100259803)",3,0.03558368530373487,25.741874471469156,1.6148334167236236
"(0.7009787144079658, 0.6058330298954564)",3,0.03756770354095527,28.67255084484054,1.3755259243663711
"(0.6794405111786648, 0.33386383983683265)",3,0.017513766256391308,61.19248484214475,0.9771862492273825
"(0.7159374380776726, 0.5369769299381377)",3,0.03638127959566299,27.731334186774664,1.3563152979549102
"(0.47975236292326595, 0.7007875282162737)",3,0.017762189262363306,44.86595715251779,1.0869759702354147
"(0.41003838698089295, 0.5099887518902678)",3,0.017066864441790026,56.503407872617785,1.0057810122996256
"(0.49008612485006625, 0.6294229305694207)",3,0.022934383177576335,46.535841471421705,0.9234538953853113
"(0.46603747603182555, 0.6268512537813131)",3,0.02418576092426205,38.91354202356514,1.05375900137932
"(0.32351200563321114, 0.6393495801876143)",3,0.01944247260315788,48.30172527600433,0.9887667198745287
"(0.4473375193351228, 0.7348324501821877)",3,0.030733688764731863,31.351926676666572,1.14784797337887
"(0.5556571320867622, 0.5715022879444677)",3,0.034229344014257736,34.644293503911925,1.1200791795163374
"(0.5707049148610202, 0.33224836461163654)",3,0.036652712197837896,32.101740309385185,1.0571150072071156
"(0.6227812899148043, 0.3306931377284241)",3,0.026486302063226875,31.24134422902817,1.050284588674692
"(0.6006889225245693, 0.2928147023531954)",3,0.027962557491988078,35.31740035490521,1.1750236902851383
"(0.6676542569289109, 0.5752724418322568)",3,0.018015874149906946,56.564277611791304,0.8208350274877381
"(0.309970327833062, 0.45265291703067895)",3,0.026040944135248774,44.397926203306056,1.198955196729585
"(0.6127630910463642, 0.5027568608385389)",3,0.021959676389474863,52.72041726662277,1.042048262674262
"(0.32860350692925033, 0.4413129371744251)",3,0.022668658250656906,42.92454677988425,1.0274788601520886
"(0.30656537501122727, 0.35196144277089036)",3,0.01885180429838906,27.85853874838539,1.188078394703185
"(0.6051765579581507, 0.4821492917720065)",3,0.017726905499642148,63.00795635283993,0.8055206730369905
"(0.440146903930251, 0.495593601024648)",3,0.024067021262148335,41.473458128942,1.4634465032516257
"(0.598144530201707, 0.5532603752903262)",3,0.029438659116514537,36.78859037233242,1.0226010689847171
"(0.44347199035029516, 0.4622535936838886)",3,0.026603266104158363,35.281205419764234,1.0537000070219154
"(0.422174903173814, 0.34103901488291244)",3,0.025611593941115812,35.16115211008087,0.976146141166785
"(0.45550648740195465, 0.41171202752594527)",3,0.019120917690232615,58.28519707443031,0.9305156873579978
"(0.4720555872309712, 0.7165683667235623)",3,0.022315333326850265,47.01546126283049,0.8849262749603087
"(0.7347191848708641, 0.5758536326400511)",3,0.0427098983627827,21.68476931160655,1.516992127340313
"(0.5155381256468614, 0.7245756845076422)",3,0.03196610353279778,35.707129834373056,1.1955021191638582
"(0.3273149601044746, 0.6263807471208405)",3,0.013514921154943899,51.822255153856254,1.0279251196654435
"(0.4346341375571578, 0.3634158158782626)",3,0.028329998075137267,35.06293963157148,1.1522990672687299
"(0.38319743027975633, 0.2762100009308178)",3,0.05197777880908652,23.38441606092143,1.1978997500320216
"(0.48022262821967227, 0.39871803725628563)",3,0.01802017522837081,65.04982417069778,0.8458787529728826
"(0.5379614400606375, 0.6077396909730114)",3,0.021828362413867222,44.059649820680626,0.9619144345835049
"(0.31976325998106114, 0.6241915643427768)",3,0.015614689824548549,53.77267518265579,0.9785501212655529
"(0.5284666588142557, 0.5480244917619645)",3,0.025554775135292897,37.92413875476612,1.8132761070793657
"(0.47710199684411575, 0.40228069309626585)",3,0.013966288946107984,59.710003560629524,0.994328880784224
"(0.33331807289623916, 0.46849763185945303)",3,0.010807066868314764,82.82372665905162,1.0366846263730476
"(0.6753842036454221, 0.31970273813787053)",3,0.014730595104495588,57.905221650943666,1.0515840783397392
"(0.40951456007576653, 0.42842739961973997)",3,0.017076894667120954,65.25735271938655,0.9976300242899636
"(0.5006618827477158, 0.6265923168364407)",3,0.014726546002226438,47.10212377554175,1.0291313540305165
"(0.49827763183980106, 0.5382010339612469)",3,0.007323443375165818,110.00104439059659,1.0783151210999775
"(0.5012632137589963, 0.5748491652989149)",3,0.02069628235346074,47.603698162894105,1.0100308423481061
"(0.68924092353326, 0.38632021585199633)",3,0.01421570585491832,45.2765463211239,1.1058130786724711
"(0.7446366283207957, 0.4865794985985416)",3,0.018206540493556366,39.17694380972902,1.1117455151794744
"(0.5477306196567974, 0.668460274663)",3,0.04029499156384327,28.033760637147108,1.08767001959427
"(0.39153963750374315, 0.5776294199926051)",3,0.019933301092669126,49.67061765191143,0.9512834350109668
"(0.557290307940882, 0.6178822878859911)",3,0.021828362413867222,44.30460799363913,1.0085310126412852
"(0.5416042277812119, 0.47991525488202486)",3,0.027268746612091638,42.6386385786888,0.941996857374764
"(0.5137967253936864, 0.6285313418967632)",3,0.01727523367195799,54.1282069453643,0.9274227650660029
"(0.4791669907632519, 0.6495911839030653)",3,0.026258114536746768,37.060219630188534,1.0711028738163648
"(0.6720370220970937, 0.4040964379295322)",3,0.02647317941517161,41.09935471772375,1.174649839546113
"(0.3958227884361515, 0.6588452624261568)",3,0.044074145427960024,25.459946583536826,1.1023207539988993
"(0.5787426768538191, 0.6941884431469565)",3,0.03413702421557045,30.55847332572496,0.9554042428053185
"(0.6058904881765098, 0.5303936494898217)",3,0.02414305311643229,36.95257677631157,1.045041052482954
"(0.407653340954602, 0.44070720087977705)",3,0.012420050547521811,66.85334756712008,1.0566047195487638
"(0.42722756534718975, 0.6185064737597324)",3,0.028147222428862206,41.215995943323634,0.9507552735349233
"(0.516001237408541, 0.4585304151965233)",3,0.02319679533318499,40.332841151882434,1.041112218352176
"(0.5913356730889696, 0.26544906819330893)",3,0.02891991023459946,45.98108193519913,0.9197915799833066
"(0.4862318964328004, 0.4635469791701871)",3,0.030189063851530216,35.530864853824916,1.15280213516819
"(0.4114364122202755, 0.4044955392669422)",3,0.015178333749471206,50.7215398270478,1.0963735858740313
"(0.4101348255428155, 0.49464707734714325)",3,0.015341977649031505,63.7899540480962,0.9507248658698173
"(0.4679994292151898, 0.4128731663431996)",3,0.018090631203334224,58.61912356278359,0.9805696244791501
"(0.5819559278781021, 0.687203291527696)",3,0.030308508588957436,32.273760520729304,0.9143163417565657
"(0.6793080502468297, 0.38356312225629596)",3,0.02178267437416771,48.44165084586238,0.9428703394051967
"(0.38937054474971433, 0.5734057037038085)",3,0.01530505288727354,46.135301100384915,1.0497227388666908
"(0.49606383258716635, 0.3290899150196019)",3,0.029843778864269373,39.18260075369712,0.9709555412102439
"(0.6781048209663016, 0.33292748108390435)",3,0.016781266667439673,60.29165773830824,0.9967669276224485
"(0.3496903121642816, 0.4329933992146022)",3,0.022668658250656906,42.813552982603106,1.0170923623849573
"(0.28538727428959565, 0.44406197703937333)",3,0.026040944135248774,29.658884955341588,1.165650656008113
"(0.4802810307277785, 0.7465574165966149)",3,0.03496783922831784,31.490306107440315,1.3388323570022687
"(0.2758683060347048, 0.42493086482223386)",3,0.043948379599063545,29.658884955341588,1.165650656008113
"(0.7165964637807317, 0.4961768132521903)",3,0.02625145607363031,36.08074114977856,1.0872473174242538
"(0.6275690079206528, 0.5523467224319585)",3,0.028720598069416164,36.37643434400798,1.0647657907814796
"(0.30863520005670103, 0.6065060017631401)",3,0.02283302376919358,41.83647095133239,1.2247354545801707
"(0.5184350739403722, 0.6255933181594546)",3,0.01780124499936281,51.74853514223099,0.9853990097991773
"(0.3252727704249059, 0.518663878690165)",3,0.03849329168209933,25.741874471469156,1.6148334167236236
"(0.5364211032665399, 0.3192852795617066)",3,0.0254064532110287,37.30567451985078,1.0101047843006619
"(0.6360506427122014, 0.452177164199903)",3,0.009065212742116673,86.38281981682627,1.0057154025233843
"(0.6550836751096591, 0.6737695414449972)",3,0.025814328055897912,41.96759836658846,1.0131947661505103
"(0.381049286997603, 0.3442848645161163)",3,0.037889318312333886,30.70397370133997,1.06625781326413
"(0.6977418201849414, 0.5002854794895334)",3,0.02546324414402811,34.243973535478176,1.048056647216054
"(0.29387974001507766, 0.5660318782525734)",3,0.04307990569846398,22.493393825596943,1.3526233723658347
"(0.3950573073741327, 0.30776141086320624)",3,0.03370679684300085,27.170472830563828,1.0616491971624933
"(0.5875283142332661, 0.5029850439760691)",3,0.027305477041832286,37.58925940444726,1.338569310180981
"(0.47577243578762335, 0.6571162960275716)",3,0.03175683366946228,33.63653975549494,1.166060530577868
"(0.5765913115106007, 0.6073630568836432)",3,0.02198142305855225,47.764936825816704,0.8782224004196457
"(0.43120782286536896, 0.4536048393809892)",3,0.02991893782008226,35.98128548840416,1.6162084301332964
"(0.4271374008377422, 0.7324222423451453)",3,0.04118285752588279,29.109915685264088,1.0629347334813537
"(0.509538178207134, 0.6931777163283148)",3,0.01858394967466944,37.50028983690207,1.1284327210247154
"(0.5181698331845648, 0.5111409992566154)",3,0.01517308612789248,76.91675449543368,0.9486052893188853
"(0.44864558562432355, 0.6811903182476917)",3,0.03626878197068321,27.80034050479062,1.1403989155478307
"(0.682341733951336, 0.43078415493021127)",3,0.029030042259032694,37.73650972087693,1.0921524968398346
"(0.5309666065607501, 0.2985289265625874)",3,0.028782617822665897,35.16686293646906,1.07079736332602
"(0.600897799997153, 0.6635429624194095)",3,0.031120346353170028,29.32459753833078,1.091500537327426
"(0.46780169318472314, 0.3947836158292342)",3,0.014132030967455411,54.44519530270699,1.09615883533312
"(0.5915644139504792, 0.3850652622739119)",3,0.04197223817930726,25.543731320111828,1.1838839930685638
"(0.387755003704134, 0.6797111393353542)",3,0.036675611066390904,21.458235386649534,1.081761072795735
"(0.36782453531478027, 0.4372164861268705)",3,0.0262221336140311,42.61075244771144,1.295079039887291
"(0.43639037701069394, 0.4112832888808655)",3,0.019120917690232615,56.30397556156121,0.9521654766715281
"(0.626036706904056, 0.4330240031551585)",3,0.02161301664218983,52.72399755361884,1.5043119016523905
"(0.4776430480397612, 0.717473875201391)",3,0.022275254312736924,48.11333430614467,0.9911131486287273
"(0.5054771793503865, 0.5395424282031024)",3,0.010794479106156751,126.04283321367178,0.8986510670553455
"(0.5221943178984508, 0.7031808147941978)",3,0.025615852642042993,39.38770197163343,1.0526405434118755
"(0.4717768997272872, 0.6064647504959523)",3,0.029365043110515004,38.94455944086746,1.1144744752037812
"(0.5050531711150169, 0.6694099945514911)",3,0.03175683366946228,34.070663080677676,1.051960091643913
"(0.650228341055716, 0.5706997864367978)",3,0.020526005430024728,38.92254546671857,1.1252610714270617
"(0.3096170370177286, 0.526590983167117)",3,0.04246465261946246,25.606690202607037,0.9629923818503181
"(0.6249509070898287, 0.44761019842893723)",3,0.014626553038955605,67.25708567692101,1.1470390357834779
"(0.5053620701269804, 0.6750690635122293)",3,0.03210827473127461,36.386103977758694,1.1244843117657433
"(0.6235230129146608, 0.6421753304125937)",3,0.02777826635327053,33.68141200707345,1.1816659349433616
"(0.5106216733301224, 0.41911915802469024)",3,0.02982096580972626,37.03599493988339,1.0625720130729663
"(0.29111887670561115, 0.3624646302450098)",3,0.03629544256703778,33.24347498335006,0.941632884818693
"(0.34135204212954423, 0.4836897378719605)",3,0.014127357948738666,73.35795264282328,1.0238385780044026
"(0.6162899699681502, 0.46263925715201104)",3,0.01734602080960556,60.19407523586793,1.1983911394458278
"(0.7068606124650494, 0.46130772099304174)",3,0.03234436687071872,34.19205858474781,1.1875532445207044
"(0.518605160378907, 0.37252647303440034)",3,0.027275453310455073,36.83547818483178,1.1035824863305042
"(0.6819633448943572, 0.573433213976195)",3,0.014426806906221255,48.64994551902788,1.095842936156812
"(0.5663578499358706, 0.49135390567741366)",3,0.027268746612091638,35.21911347421206,1.1348870998121081
"(0.7086202064025585, 0.41844781677046694)",3,0.023412160728045042,43.301774263459414,0.966605288721786
"(0.5249692372285568, 0.485610262030015)",3,0.01989317728220427,42.6386385786888,1.2212141759063304
"(0.6615332034083491, 0.5495324580384817)",3,0.023996993652000174,43.8140807681974,0.9886993611312439
"(0.46567523869648914, 0.5669969664558905)",3,0.022582736712566193,42.187072044986486,1.0822135044728292
"(0.6411788036353628, 0.4686061791825734)",3,0.013783698733279746,83.8201038917273,0.9754457023932815
"(0.4354437851788592, 0.6211545627513583)",3,0.023628648588567537,38.80689591163976,1.0304704331945589
"(0.3581252743826723, 0.4777912813178678)",3,0.015861330600333713,61.239086013335104,1.026655176147679
"(0.44937310198209257, 0.4881941150533161)",3,0.02842156202932915,37.93058352945196,1.3398293730931516
"(0.36399287493228166, 0.6032079773689988)",3,0.03566346670827989,30.29737900627583,1.527333084523313
"(0.4120218915505539, 0.3893285016733924)",3,0.02293161458201634,50.758138439618655,1.095342710998898
"(0.5890047243886416, 0.726746495955555)",3,0.04016653518378749,26.671115588356702,1.1169754272661587
"(0.4313267952812512, 0.5750655042335979)",3,0.01850992395733165,44.17756137440007,1.0813683070641673
"(0.4927077492482129, 0.38147483787457936)",3,0.017783739050413187,47.033041963484,1.0743796056808832
"(0.5809203379333364, 0.27920133592307494)",3,0.017875497770403558,45.580553717451714,1.0447654479544133
"(0.6149777466040518, 0.4894293635413928)",3,0.013510251050392514,49.08328404097655,1.1439657728515622
"(0.4908517743150437, 0.3637882120895225)",3,0.026397622620284254,46.99191264491307,1.075611695856966
"(0.41264041587823297, 0.41225177314572403)",3,0.01647488592751702,57.69763668822828,1.0072763052925193
"(0.3253529896251357, 0.3504070739523616)",3,0.03629544256703778,33.24347498335006,0.941632884818693
"(0.6974678628306086, 0.4939221539103153)",3,0.03143215055091045,36.08074114977856,0.9777340236186247
"(0.4967336591637833, 0.7059962656241111)",3,0.022275254312736924,51.17585635022053,0.849877205132509
"(0.3685019338280463, 0.5382408243577209)",3,0.040890923946822956,30.6952067282696,1.358439989224025
"(0.3778348723181266, 0.33470062886484636)",3,0.031973954021957275,30.59402562006825,0.9852962576771295
"(0.49211704225348335, 0.2633016877556674)",3,0.04929016433272594,24.416675898461005,1.3454941111689176
"(0.40113010234854113, 0.3249963592946038)",3,0.026462245560429986,32.5580903202906,0.9513830986047374
"(0.6886960489176914, 0.6418252133877184)",3,0.028464842824366867,33.646929613267666,1.0510748609400449
"(0.44149533809771346, 0.2739239915645413)",3,0.050350208611283344,24.128220702647617,1.2346603909349805
"(0.44458360726584134, 0.40254557139333424)",3,0.014259496081523392,47.78277153118484,1.1550471260389885
"(0.6467627630109937, 0.689444722536442)",3,0.023636309311003734,40.290399970101916,1.0255610315347956
"(0.49521829879934565, 0.5429004259715249)",3,0.010794479106156751,126.04283321367178,0.8986510670553455
"(0.6197171351587627, 0.6938126277047257)",3,0.038335259226905026,29.59330520177661,1.1476554954400655
"(0.2973495363920637, 0.48308248414547883)",3,0.030228588684454886,27.998777821294382,1.7037350446410584
"(0.6209889659198802, 0.49661943645755685)",3,0.021434022785490503,52.72041726662277,1.042048262674262
"(0.5684222384796382, 0.32004613720261177)",3,0.025440882749183512,32.39827948631407,1.1579405665408047
"(0.48084197943805607, 0.38070850868584616)",3,0.01802017522837081,50.91759358850882,1.089111328688156
"(0.5132405090658441, 0.4690018473807536)",3,0.02323879060607242,44.931779273917364,0.9318580326224767
"(0.6977312894835461, 0.39772196918136554)",3,0.0232355049486952,51.11385410688269,0.9414595838629862
"(0.46275715986772836, 0.5465254622670109)",3,0.020678434849044424,45.89841699002157,1.0110376072150387
"(0.7311613067298663, 0.47433638523777666)",3,0.02625145607363031,47.361352392070145,0.8078649461079485
"(0.4507442079334246, 0.30905590754281775)",3,0.035409407343557964,32.13494413789952,0.9343610523796598
"(0.4614853335162101, 0.45354716893263375)",3,0.02669060847886089,37.615550177785515,1.0031288946373216
"(0.6435018480838316, 0.6463838992670885)",3,0.017698848743981595,43.226450299588535,1.0640154038339638
"(0.3300975326325553, 0.61429800117587)",3,0.02283302376919358,57.73379303242241,0.8512137839563576
"(0.6028701592288027, 0.6008484200713187)",3,0.027074311259807596,38.523414723292014,1.0633019703731132
"(0.4347701798526803, 0.557562736730373)",3,0.01860820995407363,54.83345579249192,0.921916741230233
"(0.6932948946988342, 0.5654534594730938)",3,0.025564953775144023,51.65648969338024,0.9013663263715619
"(0.5247572213790491, 0.26401207215943967)",3,0.03507092388607443,25.58130014658721,1.2549152061181308
"(0.5002917903066961, 0.5418692345518223)",3,0.005683510123054908,103.76170208216695,1.1631995991841977
"(0.6522206886764839, 0.6617862064183648)",3,0.022033081424793165,45.7692030217333,0.9562460631784899
"(0.2902584810634696, 0.35073348437709656)",3,0.03509602648378065,32.80743401817444,0.9585783582141842
"(0.5071687450460225, 0.5064850209229907)",3,0.01194579735619007,71.03871349585161,1.054678265757817
"(0.2917686387906876, 0.5758692207316308)",3,0.04782793421301711,23.83210948305592,1.4901356010669642
"(0.3755203166446687, 0.6898760992517088)",3,0.0370823838896313,21.52085121423487,1.0776437957201634
"(0.6173535815217863, 0.5281875766332944)",3,0.025841708701991244,39.5311444032445,1.089471271294425
"(0.631710072257924, 0.5795536341679328)",3,0.0275202554503863,37.134859833835705,1.0142663660178861
"(0.40893966208118576, 0.4983293218748703)",3,0.01171108469310976,59.218035582995235,1.0498603629089482
"(0.6812524582312698, 0.31644405636050704)",3,0.017513766256391308,61.19248484214475,0.9771862492273825
"(0.4407453623940024, 0.5196531804037615)",3,0.010817361899967763,68.44511199494377,1.094961262650559
"(0.37284220557890724, 0.4718757302380132)",3,0.022119294156668454,50.404109458188174,1.2130559101726168
"(0.41194253633769695, 0.4918369529267401)",3,0.018251399682910414,66.21864306304116,0.9036296990300835
"(0.743425497014074, 0.43616922159939475)",3,0.039924653112822735,29.128954440417804,1.347514806269832
"(0.4942279047060185, 0.6133456159749187)",3,0.023481778771946762,44.75876883972281,0.9873858473229921
"(0.5935990874065795, 0.41016038620431844)",3,0.039093054569602596,25.76280281375937,1.0140669444020318
"(0.5729702930852463, 0.728394506497188)",3,0.0381776748430392,26.54070834345525,1.0784916627055456
"(0.6591024621232009, 0.6408554187767201)",3,0.022033081424793165,46.10581194687155,0.9767493479554733
"(0.609492664166897, 0.6063615320484372)",3,0.03291659245136874,38.523414723292014,1.0633019703731132
"(0.48806697616378103, 0.5180426495602906)",3,0.025300893896809094,42.7205061253881,2.012745445358715
"(0.5725696758131162, 0.4762827013233272)",3,0.030606796084027266,39.68125466297012,1.0010550427767275
"(0.4355175323467955, 0.5279784453659533)",3,0.013787584056784355,73.42050614620183,0.9981718375684033
"(0.6539212330228087, 0.46335062554135026)",3,0.015132378433701799,75.266009838436,1.1241903879507216
"(0.5068255999089359, 0.5010647442959388)",3,0.01517308612789248,76.91675449543368,0.9486052893188853
"(0.4947431869026147, 0.5597150804477188)",3,0.01682136547573362,52.91164658498267,1.3867913946138124
"(0.4974167815731843, 0.40614885020574676)",3,0.018731147605898807,44.17009210782773,1.1755340071361327
"(0.5233871269725687, 0.341093611151546)",3,0.029843778864269373,38.94052900286233,0.9880776937906658
"(0.46459992800618827, 0.5291033620154328)",3,0.024170784668281976,44.28505044732492,1.3123182361204933
"(0.5944024530455814, 0.6057524678883506)",3,0.01788381278393594,36.59771679322228,1.1367900988431356
"(0.5677375256034707, 0.3454778041423724)",3,0.0313592824075103,32.101740309385185,1.0175925222084798
"(0.6120606266203569, 0.3484377583462397)",3,0.030147857607531005,32.479820542807104,0.9975263530967415
"(0.27728901699058806, 0.48203144582259505)",3,0.03882347654398017,27.998777821294382,1.0197640428526684
"(0.33919818777823585, 0.6508366786305482)",3,0.0329799717084444,37.68248505979422,1.3613455992292316
"(0.41418250615709484, 0.5820433717684208)",3,0.02306908041366546,44.24159423424157,1.040421920070834
"(0.46731998488268855, 0.57399981287557)",3,0.027850660916380006,38.324885680399056,1.1170241674009551
"(0.43897421752365273, 0.39141139582977835)",3,0.024542300069737503,50.98488615782644,1.0385488435574648
"(0.4165562579890373, 0.5855165706078677)",3,0.02623048694426153,44.24159423424157,1.040421920070834
"(0.4163655211429044, 0.35800944275982216)",3,0.031618832509553954,35.06293963157148,1.1501434415987168
"(0.4472267728778566, 0.3239469279293801)",3,0.030327143157498983,32.92753576677641,1.0137157600435707
"(0.5529486594119973, 0.6117575097364949)",3,0.02294234225481007,45.0456760344965,0.9864553581166148
"(0.3860771082109893, 0.5584592017837059)",3,0.019933301092669126,45.946588584783655,0.9345403139195407
"(0.746576954842598, 0.4852447791533015)",3,0.018884789237686148,39.52704423395033,1.0989461084010888
"(0.6787683190354972, 0.544416694963726)",3,0.02264493049101527,39.316985406340045,1.1109600554429853
"(0.4417443374743319, 0.5304243162428341)",3,0.015021578642793356,75.70686630526289,0.9579601563444257
"(0.7041355812071616, 0.42907835126741445)",3,0.02186050192347528,39.24094095984612,0.9874946770419624
"(0.6025872583526563, 0.6519178863077449)",3,0.04087433936697221,30.06826938219293,1.056260436930459
"(0.4515006741729511, 0.5494168152052004)",3,0.01860820995407363,52.742954573337045,0.9825451299056072
"(0.34406769499995704, 0.31452273995412067)",3,0.04747022440566395,23.57042697260986,1.3370069538779916
"(0.6571664530758328, 0.3395494139819467)",3,0.026940248289049007,41.73098346665169,1.432903080071999
"(0.5391133985130727, 0.4030198290550403)",3,0.035153867473888954,32.70327053453868,1.0011326461169283
"(0.5785911585761276, 0.2756801334945491)",3,0.018448815787466297,45.98108193519913,1.0327612187036326
"(0.7517526656172895, 0.4980941672696096)",3,0.03143940629055745,43.77597811069307,0.9599278407667436
"(0.6116232439393944, 0.35471442426755717)",3,0.03573088268057283,32.479820542807104,0.9975263530967415
"(0.44394105422327373, 0.5891244340193036)",3,0.02784472236383763,40.34398151864557,1.0471949513333982
"(0.5364752663717447, 0.4694347928377997)",3,0.02319679533318499,42.6386385786888,0.9819741162502093
"(0.6375590914200824, 0.5847092832713302)",3,0.031540021613023585,37.69493819801776,1.1727629690018493
"(0.32268111908104147, 0.46658768216650875)",3,0.01258933352187675,87.10994130118542,0.9692733647975579
"(0.7093289532125356, 0.636966691161416)",3,0.032210460724335706,34.19515847212756,1.0662230130407409
"(0.41670674548454156, 0.40979298046661683)",3,0.019739968825378634,58.373494375851735,0.940627556154327
"(0.40226843709696475, 0.44601176413907095)",3,0.013339315038852353,72.32521781329064,0.9767942173503217
"(0.6312411617947771, 0.45662127468333275)",3,0.010989394865762891,92.33269074294164,0.8579002174065536
"(0.5138729896078243, 0.29507230737868534)",3,0.03111850972548972,36.723548803742716,1.0017189468432852
"(0.5630681951826686, 0.6915233346477797)",3,0.02769739985762839,28.642209098066342,1.0574835454962144
